sector_rank,sector,sector_description,sector_company_count,sector_median_growth_score,sector_median_employee_cagr,sector_std_employee_cagr,sector_median_5yr_employee_cagr,sector_cagr_acceleration_pct,sector_median_revenue_cagr,sector_entry_rate_pct,sector_acquisition_pct,sector_avg_rounds_per_company,sector_median_3yr_followers_cagr,sector_rank_median_employee_cagr,sector_rank_acquisition_pct,sector_rank_median_revenue_cagr,sector_rank_avg_rounds_per_company,sector_rank_entry_rate_pct,thematic_rank,thematic_sector,thematic_sector_description,company_count,median_growth_score,median_employee_cagr,std_employee_cagr,median_5yr_employee_cagr,cagr_acceleration_pct,median_revenue_cagr,entry_rate_pct,acquisition_pct,avg_rounds_per_company,median_3yr_followers_cagr,rank_median_employee_cagr,rank_acquisition_pct,rank_median_revenue_cagr,rank_avg_rounds_per_company,rank_entry_rate_pct
15,Textiles & Apparel,"The Textiles & Apparel sector is involved in the design, manufacture, and distribution of a diverse range of products, including clothing, footwear, accessories, technical textiles, and home furnishings. It serves individual consumers, fashion brands, various industries, and institutions, offering both aesthetic and functional solutions. This dynamic sector is defined by continuous innovation in materials, advanced manufacturing processes, and an increasing commitment to sustainability and ethical practices, balancing style with performance and comfort.",173,0.01,9.5,27.2,9.4,1.4,-3.6,0,3.5,0.04046243,20.9,12,28,22,28,24,6,Specialized & Managed Apparel Solutions,"This segment encompasses companies providing specialized apparel and comprehensive managed services for institutional and event-based needs. They design, manufacture, and supply custom workwear, uniforms, personal protective equipment, and licensed merchandise, often with branding and personalization. Services include rental, laundering, and e-commerce fulfillment, focusing on functionality, compliance, and specific client requirements.",30,0.011,10,22.9,10.8,-7.4,null,0,10,0.1,23.5,118,86,null,82,31
15,Textiles & Apparel,"The Textiles & Apparel sector is involved in the design, manufacture, and distribution of a diverse range of products, including clothing, footwear, accessories, technical textiles, and home furnishings. It serves individual consumers, fashion brands, various industries, and institutions, offering both aesthetic and functional solutions. This dynamic sector is defined by continuous innovation in materials, advanced manufacturing processes, and an increasing commitment to sustainability and ethical practices, balancing style with performance and comfort.",173,0.01,9.5,27.2,9.4,1.4,-3.6,0,3.5,0.04046243,20.9,12,28,22,28,24,7,Home Textiles & Interior Furnishings,"These companies specialize in designing, manufacturing, and supplying a broad range of textile-based products and furnishings for residential interiors. They provide items such as luxury bath and bed linens, carpets, rugs, decorative fabrics, wallpapers, and upholstered furniture. Their focus is on enhancing home comfort and aesthetics through high-quality materials and craftsmanship for homeowners and retail clients.",20,0.009,7.9,7.8,10.3,-23,-3.6,0,0,0.05,22.7,174,196,29,128,31
15,Textiles & Apparel,"The Textiles & Apparel sector is involved in the design, manufacture, and distribution of a diverse range of products, including clothing, footwear, accessories, technical textiles, and home furnishings. It serves individual consumers, fashion brands, various industries, and institutions, offering both aesthetic and functional solutions. This dynamic sector is defined by continuous innovation in materials, advanced manufacturing processes, and an increasing commitment to sustainability and ethical practices, balancing style with performance and comfort.",173,0.01,9.5,27.2,9.4,1.4,-3.6,0,3.5,0.04046243,20.9,12,28,22,28,24,8,Designer & Luxury Contemporary Apparel and Lifestyle,"These are premium contemporary fashion brands offering high-quality apparel and accessories for men, women, and children. They emphasize distinctive design, luxurious fabrics, meticulous craftsmanship, and often extend into lifestyle products or personalized services. Serving discerning customers, they combine modern aesthetics with superior materials and a curated brand experience.",75,0.008,8.5,32.5,7.7,10.9,null,0,1.3,0.01333333,19.1,156,193,null,174,31
16,Construction & Infrastructure,"The Construction & Infrastructure sector plans, designs, constructs, and maintains the built environment and essential infrastructure. Companies provide civil engineering, property development, specialized building, utility installation, and facilities management services. Serving residential, commercial, industrial, and public sectors, this sector is fundamental to economic growth, focusing on sustainable and innovative solutions.",744,0.009,9.2,14.7,9.8,-5.8,7.8,0.7,7.8,0.05107527,18.3,16,16,16,24,21,1,Experiential & Themed Environment Construction,"These companies specialize in the design, custom fabrication, and technical installation of immersive, temporary, or themed physical environments. They provide bespoke sets, staging, advanced audio-visual, lighting, rigging solutions, and specialized thematic elements for entertainment, events, and experiential commercial spaces. Their distinction lies in integrating creative design with complex technical production and multimedia technology to create highly engaging experiences.",23,0.016,16.3,26.5,12.1,34.9,null,0,13,0,19.3,17,48,null,180,31
16,Construction & Infrastructure,"The Construction & Infrastructure sector plans, designs, constructs, and maintains the built environment and essential infrastructure. Companies provide civil engineering, property development, specialized building, utility installation, and facilities management services. Serving residential, commercial, industrial, and public sectors, this sector is fundamental to economic growth, focusing on sustainable and innovative solutions.",744,0.009,9.2,14.7,9.8,-5.8,7.8,0.7,7.8,0.05107527,18.3,16,16,16,24,21,2,"Integrated Building Protection, Envelope, & Access Solutions","This cluster delivers integrated solutions encompassing active and passive fire protection, electronic security systems, and specialized building envelope components. They provide services for vertical transportation, facades, roofing, high-performance glazing, and access systems. Their focus is on ensuring comprehensive safety, security, regulatory compliance, and operational efficiency for diverse building types and their occupants.",64,0.011,13.5,9.9,13.5,0.4,null,0,12.5,0.0625,18.6,34,53,null,114,31
16,Construction & Infrastructure,"The Construction & Infrastructure sector plans, designs, constructs, and maintains the built environment and essential infrastructure. Companies provide civil engineering, property development, specialized building, utility installation, and facilities management services. Serving residential, commercial, industrial, and public sectors, this sector is fundamental to economic growth, focusing on sustainable and innovative solutions.",744,0.009,9.2,14.7,9.8,-5.8,7.8,0.7,7.8,0.05107527,18.3,16,16,16,24,21,3,Integrated Building Systems & Lifecycle Services,"These companies provide end-to-end mechanical, electrical, and public health (MEP) solutions, including design, installation, commissioning, and maintenance of critical building systems. They serve commercial, industrial, residential, and specialized sectors like data centers and hospitality, ensuring optimal functionality, efficiency, and compliance. Their distinction lies in integrating advanced technologies like BIM, smart sensors, and modular prefabrication across the entire asset lifecycle.",142,0.01,11.3,17.1,10.6,6.6,null,0,12,0.05633803,20,72,62,null,123,31
16,Construction & Infrastructure,"The Construction & Infrastructure sector plans, designs, constructs, and maintains the built environment and essential infrastructure. Companies provide civil engineering, property development, specialized building, utility installation, and facilities management services. Serving residential, commercial, industrial, and public sectors, this sector is fundamental to economic growth, focusing on sustainable and innovative solutions.",744,0.009,9.2,14.7,9.8,-5.8,7.8,0.7,7.8,0.05107527,18.3,16,16,16,24,21,4,"Groundworks, Civil & Utilities Infrastructure","These companies specialize in foundational and linear infrastructure development. They provide comprehensive groundworks, earthmoving, demolition, and civil engineering services for roads, utility networks (gas, water, telecoms, power), and site preparation. Serving residential, commercial, public sector, and utility clients, they offer specialized ground treatment and environmental remediation solutions.",157,0.01,10.4,13.7,11.6,-10.6,7.8,0,3.8,0.04458599,18.6,103,173,22,135,31
16,Construction & Infrastructure,"The Construction & Infrastructure sector plans, designs, constructs, and maintains the built environment and essential infrastructure. Companies provide civil engineering, property development, specialized building, utility installation, and facilities management services. Serving residential, commercial, industrial, and public sectors, this sector is fundamental to economic growth, focusing on sustainable and innovative solutions.",744,0.009,9.2,14.7,9.8,-5.8,7.8,0.7,7.8,0.05107527,18.3,16,16,16,24,21,5,Specialized Heavy Industrial & Infrastructure Engineering,"This segment encompasses companies delivering specialized engineering, fabrication, installation, and maintenance for complex industrial and heavy infrastructure assets. They provide solutions for structural steel, piping systems, heavy machinery, and critical subsea/offshore components. Serving highly regulated sectors like offshore energy, defence, and heavy industry, they excel in intricate, large-scale projects requiring advanced engineering and stringent standards.",62,0.008,9.7,8.2,9.1,6.4,null,0,4.8,0.01612903,16.7,126,162,null,169,31
16,Construction & Infrastructure,"The Construction & Infrastructure sector plans, designs, constructs, and maintains the built environment and essential infrastructure. Companies provide civil engineering, property development, specialized building, utility installation, and facilities management services. Serving residential, commercial, industrial, and public sectors, this sector is fundamental to economic growth, focusing on sustainable and innovative solutions.",744,0.009,9.2,14.7,9.8,-5.8,7.8,0.7,7.8,0.05107527,18.3,16,16,16,24,21,6,Social Housing Providers & Community Developers,"These organizations specialize in developing, managing, and maintaining diverse affordable housing options, including rental, shared ownership, and supported living. They primarily serve communities and vulnerable populations, offering comprehensive landlord services and property maintenance. Distinctively, they operate with a strong social mission, reinvesting surpluses into community development, resident support, and sustainable housing initiatives to foster thriving neighborhoods.",33,0.007,8,13.4,9.3,-14,null,0,6.1,0.18181818,20.1,168,146,null,52,31
16,Construction & Infrastructure,"The Construction & Infrastructure sector plans, designs, constructs, and maintains the built environment and essential infrastructure. Companies provide civil engineering, property development, specialized building, utility installation, and facilities management services. Serving residential, commercial, industrial, and public sectors, this sector is fundamental to economic growth, focusing on sustainable and innovative solutions.",744,0.009,9.2,14.7,9.8,-5.8,7.8,0.7,7.8,0.05107527,18.3,16,16,16,24,21,7,Built Environment Project & Cost Management Consultancy,"These consultancies provide comprehensive project, cost, and design management services, including quantity surveying, engineering, and digital solutions. They serve clients across the entire built environment lifecycle, from real estate development to complex infrastructure projects. Their distinctive expertise offers independent oversight and strategic advice, ensuring optimal project delivery, cost efficiency, and risk mitigation.",64,0.007,7.8,17.5,9.2,-14.8,null,0,12.5,0.0625,20.3,177,53,null,114,31
16,Construction & Infrastructure,"The Construction & Infrastructure sector plans, designs, constructs, and maintains the built environment and essential infrastructure. Companies provide civil engineering, property development, specialized building, utility installation, and facilities management services. Serving residential, commercial, industrial, and public sectors, this sector is fundamental to economic growth, focusing on sustainable and innovative solutions.",744,0.009,9.2,14.7,9.8,-5.8,7.8,0.7,7.8,0.05107527,18.3,16,16,16,24,21,8,Multi-disciplinary Engineering & Environmental Consulting,"These firms are multi-disciplinary engineering and environmental consultancies, providing expert design, planning, and advisory services for civil, structural, and environmental aspects. They serve diverse public and private clients across infrastructure, urban development, and building projects. Distinctively, they deliver sustainable, innovative, and integrated solutions from feasibility to supervision.",58,0.007,7.5,11.1,8.8,-14.8,null,0,8.6,0.03448276,15.8,182,106,null,146,31
16,Construction & Infrastructure,"The Construction & Infrastructure sector plans, designs, constructs, and maintains the built environment and essential infrastructure. Companies provide civil engineering, property development, specialized building, utility installation, and facilities management services. Serving residential, commercial, industrial, and public sectors, this sector is fundamental to economic growth, focusing on sustainable and innovative solutions.",744,0.009,9.2,14.7,9.8,-5.8,7.8,0.7,7.8,0.05107527,18.3,16,16,16,24,21,9,Integrated Residential & Community Development,"These developers specialize in integrated residential and mixed-use community creation. They design, construct, and often manage diverse properties like homes, build-to-rent, student, and affordable housing, incorporating amenities and sustainable practices. Serving individuals, institutional investors, and public bodies, they distinguish themselves by comprehensive involvement from land acquisition to fostering vibrant, managed living environments.",79,0.007,6.6,13.9,8.1,-19,null,0,6.3,0.06329114,17.4,198,140,null,113,31
16,Construction & Infrastructure,"The Construction & Infrastructure sector plans, designs, constructs, and maintains the built environment and essential infrastructure. Companies provide civil engineering, property development, specialized building, utility installation, and facilities management services. Serving residential, commercial, industrial, and public sectors, this sector is fundamental to economic growth, focusing on sustainable and innovative solutions.",744,0.009,9.2,14.7,9.8,-5.8,7.8,0.7,7.8,0.05107527,18.3,16,16,16,24,21,10,Multi-Sector Architectural Design & Masterplanning,"This segment comprises multi-disciplinary architectural and design firms providing comprehensive services including architectural, interior, and urban masterplanning. They craft sustainable, functional, and aesthetically pleasing built environments for diverse sectors like residential, commercial, healthcare, and civic. Their distinctive focus is integrating design excellence, innovative solutions, and strategic planning to create lasting, community-centric spaces.",62,0.005,3.8,11,5.8,-34.2,null,0,1.6,0.01612903,17.2,224,190,null,169,31
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,1,Digital Solutions for Critical Infrastructure Optimization,"These companies provide specialized software platforms, data analytics, and IoT solutions to manage and optimize critical infrastructure. They serve energy, utility, and transportation sectors, enabling efficiency, resilience, and sustainability by leveraging advanced digital technologies and data-driven insights for complex operational challenges.",81,0.012,11,17.5,10.5,4.4,10.7,1.2,13.6,0.2962963,21.7,82,45,15,30,19
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,2,Integrated Healthcare Management Platforms & AI Solutions,"These companies develop and deploy integrated digital platforms and AI-driven software solutions for healthcare providers, payors, and related organizations. They streamline clinical, administrative, and patient engagement workflows, leveraging tools like EHRs, AI diagnostics, and predictive analytics. Their distinct focus is on enhancing operational efficiency and improving patient outcomes across the human healthcare continuum.",51,0.022,12.6,40.7,15.5,-18.8,null,0,9.8,0.70588235,32.3,50,93,null,7,31
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,3,Industry-Specific Operational Software & Platforms,"This cluster provides specialized software and platforms to optimize core operational processes within specific industries, such as insurance and transportation. They offer solutions for asset management, risk assessment, real-time tracking, and workflow automation. Their distinctive focus is on delivering industry-tailored tools that enhance efficiency and compliance for businesses and public services.",284,0.012,9,33.3,10.4,-13.8,4.4,1.4,14.1,0.25704225,22.6,148,37,24,35,13
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,4,Enterprise AI & Intelligent Automation Solutions,"This segment consists of companies delivering advanced AI, Machine Learning, and Intelligent Automation solutions. They provide strategic consulting, custom software development, and specialized platforms to drive digital transformation and optimize business processes for enterprises. Their distinctive focus is on leveraging data-driven insights and automation to enhance efficiency, streamline complex workflows, and solve critical business challenges.",178,0.015,9.7,41.7,13.8,-30,8,1.1,5.1,0.3988764,28.7,128,161,19,19,20
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,5,Integrated Human Capital Management & Employee Experience Platforms,"These companies provide AI-driven, integrated software platforms for comprehensive Human Capital Management. They streamline HR operations, talent acquisition, compensation, and benefits, focusing on enhancing employee experience, wellbeing, and engagement. Serving enterprises and mid-market organizations, these solutions deliver data-driven insights for strategic people decisions and ensure compliance across the employee lifecycle.",59,0.01,9.2,29.2,12.7,-27.3,null,3.4,11.9,0.50847458,18.2,140,63,null,11,2
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,6,"Learning, Training, and Assessment Technologies","These companies provide digital platforms, content, and software for learning, training, and assessment. Offerings include LMS, LXP, interactive courses, and assessment tools, serving K-12, higher education, and corporate clients. They enhance knowledge acquisition, skill development, and performance evaluation through technology-driven educational resources.",62,0.012,10.3,28.7,16.2,-36.2,null,1.6,4.8,0.38709677,23.7,106,162,null,20,12
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,7,Holistic Managed IT & Cyber-Resilience Solutions,"This segment delivers comprehensive managed IT services, advanced cybersecurity, and integrated cloud solutions to businesses. They focus on proactive infrastructure support, data protection, and business continuity, often including strategic consulting and digital transformation guidance. This ensures operational efficiency and robust cyber resilience for their clients.",228,0.009,6.8,20,9.3,-27.3,18.5,0,13.6,0.04824561,20.9,193,44,8,130,31
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,8,Advanced & Integrated Security Solutions for Critical Environments,"These companies deliver advanced cybersecurity, digital identity, and integrated physical security solutions. They leverage AI analytics, secure cloud platforms, and high-assurance architectures to protect critical infrastructure, government, and large enterprises. Their offerings ensure resilience, stringent compliance, and operational intelligence against sophisticated threats.",79,0.011,8,16.4,12.4,-35.6,null,1.3,21.5,0.21518987,22.2,171,5,null,44,17
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,9,Financial Technology Infrastructure Platforms,"This cluster comprises companies delivering comprehensive financial technology infrastructure and platforms. They empower financial institutions and businesses with core banking systems, payment orchestration, and Banking-as-a-Service capabilities. These solutions facilitate digital transformation, embedded finance, and the launch of new financial products, often leveraging cloud-native, API-first, AI, Open Banking, and blockchain technologies.",78,0.008,9.1,16.8,14.1,-35.6,null,1.3,9,0.85897436,18.3,146,104,null,5,15
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,10,Real Estate & Hospitality Management Software,"These companies provide comprehensive software platforms and digital tools for businesses operating in the real estate, property management, and hospitality sectors. They streamline core operations like transactions, bookings, asset management, and customer relations, enhancing efficiency, guest experience, and revenue generation. Their solutions empower various stakeholders, from property owners and estate agents to hotel managers and F&B operators.",48,0.011,7.8,37.1,14.7,-46.9,null,2.1,20.8,0.14583333,22.7,178,7,null,60,7
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,11,Enterprise Financial Technology & Data Solutions,"This cluster comprises companies delivering advanced software platforms, specialized data solutions, and AI-driven tools to financial institutions. They automate complex operational, compliance, and risk management workflows, and provide critical market intelligence. Their offerings enhance efficiency, ensure regulatory adherence, and enable data-driven decision-making across the financial services sector.",114,0.008,6.8,21.2,12.9,-47.2,null,0,20.2,0.42982456,20.2,191,10,null,17,31
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,12,"Digital Marketing, AdTech, and Customer Experience Solutions","These companies provide advanced digital marketing, advertising technology (AdTech), and customer experience solutions. They offer strategic consulting, platform development, and campaign execution leveraging AI and data analytics to optimize digital interactions, brand visibility, and customer engagement across various online channels. They primarily serve brands and businesses seeking to enhance their digital presence and marketing performance.",151,0.007,4.9,25.8,10.8,-54.9,-17,0,13.9,0.16556291,19.8,219,38,35,56,31
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,13,Digital Interactive Entertainment & Sports Technology,"These companies develop digital platforms, software, and content for interactive entertainment, spanning video games, iGaming, and sports betting. They also provide advanced data analytics and wearable technologies for sports performance. Serving consumers, game studios, operators, and sports organizations, they leverage digital innovation to drive engagement, performance, and monetization.",55,0.008,5.2,23.6,11.8,-55.8,null,1.8,10.9,0.25454545,30.3,216,73,null,36,10
17,Information Technology & Software,"Companies in Information Technology & Software develop, deploy, and manage a vast array of software solutions and IT services, including custom applications, SaaS platforms, cybersecurity tools, cloud infrastructure, and data analytics. They serve diverse clients from small businesses and large enterprises to government agencies and individual consumers across nearly every industry. This sector is crucial for driving digital transformation, enhancing operational efficiency, and enabling secure, data-driven decision-making and connectivity.",1523,0.011,7.8,28.6,11.8,-34,8,4.8,12.9,0.29875246,22.2,29,5,14,3,2,14,Digital Research & Insights Platforms,"These platforms and services specialize in gathering, processing, and analyzing diverse data, including human-derived feedback, expert knowledge, and web-sourced information. They provide market intelligence, consumer insights, and user research tools for businesses. This enables data-driven decisions for product development, marketing, and strategic understanding of target audiences and markets.",55,0.006,4.5,16.1,9.3,-52,null,1.8,10.9,0.12727273,16.9,222,73,null,69,10
18,Telecommunications,"Companies in the Telecommunications sector provide essential communication and IT infrastructure, including internet, mobile, and voice services, alongside cloud, cybersecurity, and managed IT solutions. They design, build, and maintain critical network infrastructure for residential, business, and public sector clients. This sector is vital for enabling global connectivity, digital transformation, and economic growth through reliable, secure communication and advanced digital services.",199,0.008,5.9,13.8,9.8,-39.6,25.2,3,14.1,0.13567839,19,30,3,5,11,5,1,Full Fibre Broadband & Infrastructure Providers,"This segment focuses on companies providing high-speed, reliable full fibre optic broadband. They serve residential, business, and underserved communities with direct internet access and advanced in-home Wi-Fi. Many build and operate their own fibre infrastructure, often offering wholesale access or specializing in specific geographic expansions.",19,0.019,11.8,18.9,35.5,-66.7,null,0,21.1,0.57894737,28.3,64,6,null,10,31
18,Telecommunications,"Companies in the Telecommunications sector provide essential communication and IT infrastructure, including internet, mobile, and voice services, alongside cloud, cybersecurity, and managed IT solutions. They design, build, and maintain critical network infrastructure for residential, business, and public sector clients. This sector is vital for enabling global connectivity, digital transformation, and economic growth through reliable, secure communication and advanced digital services.",199,0.008,5.9,13.8,9.8,-39.6,25.2,3,14.1,0.13567839,19,30,3,5,11,5,2,Telecommunications & Digital Infrastructure Services,"This segment encompasses companies that design, build, and maintain the physical infrastructure for telecommunications and digital connectivity. They deliver end-to-end fiber optic networks, wireless infrastructure, and associated multi-utility civil engineering solutions. Serving mobile operators, property developers, and governments, they provide the essential foundational layer for modern, robust communication systems.",36,0.009,10.1,9.8,12.6,-19.6,48.9,0,8.3,0.16666667,20.9,114,108,3,54,31
18,Telecommunications,"Companies in the Telecommunications sector provide essential communication and IT infrastructure, including internet, mobile, and voice services, alongside cloud, cybersecurity, and managed IT solutions. They design, build, and maintain critical network infrastructure for residential, business, and public sector clients. This sector is vital for enabling global connectivity, digital transformation, and economic growth through reliable, secure communication and advanced digital services.",199,0.008,5.9,13.8,9.8,-39.6,25.2,3,14.1,0.13567839,19,30,3,5,11,5,3,Integrated Digital Infrastructure & Managed Connectivity,"These companies provide integrated digital infrastructure and managed connectivity solutions, including high-performance network services, data center colocation, and advanced IT management. They serve enterprises, multi-tenant properties, and specialized industries with complex requirements for secure, resilient, and optimized end-to-end connectivity.",27,0.006,5.5,14.1,8.7,-36.7,18.5,0,14.8,0.14814815,16.1,213,30,8,59,31
18,Telecommunications,"Companies in the Telecommunications sector provide essential communication and IT infrastructure, including internet, mobile, and voice services, alongside cloud, cybersecurity, and managed IT solutions. They design, build, and maintain critical network infrastructure for residential, business, and public sector clients. This sector is vital for enabling global connectivity, digital transformation, and economic growth through reliable, secure communication and advanced digital services.",199,0.008,5.9,13.8,9.8,-39.6,25.2,3,14.1,0.13567839,19,30,3,5,11,5,4,Managed Business IT & Unified Communications,"These companies are Managed Service Providers offering integrated IT and telecommunications solutions. They provide services such as IT support, cloud management, cybersecurity, business connectivity, and unified communications platforms like VoIP and UCaaS. They serve businesses and public sector entities by managing their technology infrastructure to ensure secure, efficient, and productive operations.",67,0.007,5.9,14.6,8,-27,null,0,14.9,0.04477612,18,208,28,null,134,31
18,Telecommunications,"Companies in the Telecommunications sector provide essential communication and IT infrastructure, including internet, mobile, and voice services, alongside cloud, cybersecurity, and managed IT solutions. They design, build, and maintain critical network infrastructure for residential, business, and public sector clients. This sector is vital for enabling global connectivity, digital transformation, and economic growth through reliable, secure communication and advanced digital services.",199,0.008,5.9,13.8,9.8,-39.6,25.2,3,14.1,0.13567839,19,30,3,5,11,5,5,Telecom Network & Wholesale Service Providers,"These providers offer specialized software, platforms, and wholesale services crucial for telecommunications and mobile network operators, and large communication service providers. They enable core network functionalities, revenue assurance, fraud protection, and data integration, often leveraging AI. Their solutions include global voice termination, signaling, and BSS/OSS, supporting the foundational infrastructure and advanced services for the global telecom ecosystem.",25,0.005,3.8,9.5,5.4,-30.3,null,0,16,0.04,19.3,225,25,null,141,31
18,Telecommunications,"Companies in the Telecommunications sector provide essential communication and IT infrastructure, including internet, mobile, and voice services, alongside cloud, cybersecurity, and managed IT solutions. They design, build, and maintain critical network infrastructure for residential, business, and public sector clients. This sector is vital for enabling global connectivity, digital transformation, and economic growth through reliable, secure communication and advanced digital services.",199,0.008,5.9,13.8,9.8,-39.6,25.2,3,14.1,0.13567839,19,30,3,5,11,5,6,Managed IoT Connectivity for Critical Safety & Infrastructure,"These companies deliver secure, resilient IoT/M2M connectivity and managed platforms for critical applications. They provide specialized hardware, software, and 24/7 monitoring to sectors like healthcare, public safety, security, and critical infrastructure. Their focus on continuous, cyber-secure, real-time communication, often with analogue transition support, ensures reliable operation for vital services.",15,0.009,5.9,15,12.3,-52.5,null,0,13.3,0.06666667,18.9,209,46,null,110,31
